time,,,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,Name,Year,Month,Day,Eruption_Date,VEI,Lat_Eruption,Lon_Eruption,Lat_Dif,Lon_dif,Date_Dif
1980-05-18T20:10:10.270Z,5/18/1980,T20:10:10.270Z,46.2042,-122.1828333,1.136,3.8,md,21,63,0.1061,0.14,uw,uw10086858,2016-07-24T21:32:25.120Z,"Mount St. Helens area, Washington",earthquake,0.464,7.31,0.12,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0055,0.0027667,0
1980-05-18T20:05:08.610Z,5/18/1980,T20:05:08.610Z,46.2037,-122.189,2.506,3.7,md,20,53,0.105,0.23,uw,uw10086828,2016-07-24T21:32:24.810Z,"Mount St. Helens area, Washington",earthquake,0.598,2.94,0.15,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.005,0.0034,0
1980-05-18T19:56:21.460Z,5/18/1980,T19:56:21.460Z,46.2078,-122.1828333,2.363,3.3,md,18,75,0.1097,0.36,uw,uw10086788,2016-07-24T21:32:24.540Z,"Mount St. Helens area, Washington",earthquake,2.148,22.44,0.2,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0091,0.0027667,0
1980-05-18T19:11:26.710Z,5/18/1980,T19:11:26.710Z,46.2205,-122.3053333,20.303,3.3,md,9,92,0.03736,0.67,uw,uw10086338,2016-07-24T21:32:16.670Z,Washington,other event,4.952,7.94,0.17,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0218,0.1197333,0
1980-05-18T18:52:22.780Z,5/18/1980,T18:52:22.780Z,46.2027,-122.2086667,10.686,3.8,md,19,61,0.1032,0.14,uw,uw10086208,2016-07-24T21:32:14.450Z,"Mount St. Helens area, Washington",earthquake,0.594,1,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.004,0.0230667,0
1980-05-18T18:10:19.560Z,5/18/1980,T18:10:19.560Z,46.206,-122.1838333,1.406,3.4,md,17,63,0.1078,0.13,uw,uw10086023,2016-07-24T21:32:12.370Z,"Mount St. Helens area, Washington",earthquake,0.022,0.1,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0073,0.0017667,0
1980-05-18T17:26:27.930Z,5/18/1980,T17:26:27.930Z,46.205,-122.19,1.446,3.5,md,19,62,0.1063,0.13,uw,uw10085898,2016-07-24T21:32:10.480Z,"Mount St. Helens area, Washington",earthquake,0.344,1.37,0.15,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0063,0.0044,0
1980-05-18T15:32:11.430Z,5/18/1980,T15:32:11.430Z,46.2073,-122.188,1.51,5.7,md,18,62,0.008296,0.22,uw,uw10084803,2020-04-16T20:20:41.892Z,"Mount St. Helens area, Washington",earthquake,0.682,0.56,0.08,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0086,0.0024,0
1980-05-18T14:44:50.190Z,5/18/1980,T14:44:50.190Z,46.2025,-122.1966667,0.224,3.8,md,8,74,0.01463,0.1,uw,uw10084708,2016-07-24T21:31:59.690Z,"Mount St. Helens area, Washington",earthquake,0.41,0.32,0.07,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0038,0.0110667,0
1980-05-18T14:36:10.700Z,5/18/1980,T14:36:10.700Z,46.205,-122.1823333,1.53,4.1,md,18,39,0.004369,0.24,uw,uw10084673,2016-07-24T21:31:59.420Z,"Mount St. Helens area, Washington",earthquake,0.7,0.68,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0063,0.0032667,0
1980-05-18T13:29:43.640Z,5/18/1980,T13:29:43.640Z,46.2068,-122.1771667,-0.041,2.7,md,5,131,0.001066,0.12,uw,uw10084598,2016-07-24T21:31:58.850Z,"Mount St. Helens area, Washington",earthquake,1.29,0.53,0.2,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0081,0.0084333,0
1980-05-18T11:31:18.960Z,5/18/1980,T11:31:18.960Z,46.178,-122.1883333,2.004,3.8,md,10,96,0.03677,0.2,uw,uw10084583,2016-07-24T21:31:58.520Z,"Mount St. Helens area, Washington",earthquake,0.863,0.9,0.1,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0207,0.0027333,0
1980-05-18T08:44:52.300Z,5/18/1980,T08:44:52.300Z,46.1865,-122.1855,-0.786,3.5,md,10,92,0.03601,0.26,uw,uw10084573,2016-07-24T21:31:58.250Z,"Mount St. Helens area, Washington",earthquake,0.058,0.09,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0122,1.00E-04,0
1980-05-18T08:32:16.330Z,5/18/1980,T08:32:16.330Z,46.187,-122.185,1.384,3.5,md,11,88,0.03625,0.23,uw,uw10084563,2016-07-24T21:31:57.970Z,"Mount St. Helens area, Washington",earthquake,0.042,0.04,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0117,0.0006,0
1980-05-18T07:22:53.090Z,5/18/1980,T07:22:53.090Z,46.1587,-122.1718333,-0.655,3.3,md,6,270,0.05676,0.11,uw,uw10084553,2016-07-24T21:31:57.460Z,"Mount St. Helens area, Washington",earthquake,2.863,1.24,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.04,0.0137667,0
1980-05-18T06:20:36.100Z,5/18/1980,T06:20:36.100Z,46.207,-122.18,5,3.9,mb,,,,,us,usp000179v,2014-11-06T23:24:21.892Z,"Mount St. Helens area, Washington",earthquake,,,,,reviewed,w,us,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0083,0.0056,0
1980-05-18T06:20:06.940Z,5/18/1980,T06:20:06.940Z,46.204,-122.1875,-0.168,3,md,14,69,0.008092,0.17,uw,uw10084518,2016-07-24T21:31:57.180Z,"Mount St. Helens area, Washington",earthquake,0.474,0.42,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0053,0.0019,0
1980-05-18T02:51:29.690Z,5/18/1980,T02:51:29.690Z,46.2112,-122.1773333,2.27,3.8,md,17,69,0.005227,0.23,uw,uw10084473,2016-07-24T21:31:56.890Z,"Mount St. Helens area, Washington",earthquake,0.714,1.17,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0125,0.0082667,0
1980-05-18T01:50:52.090Z,5/18/1980,T01:50:52.090Z,46.198,-122.1836667,1.422,4.1,md,18,55,0.009532,0.22,uw,uw10084413,2016-07-24T21:31:56.370Z,"Mount St. Helens area, Washington",earthquake,0.637,0.56,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0007,0.0019333,0
1980-05-17T23:35:04.330Z,5/17/1980,T23:35:04.330Z,46.2057,-122.2038333,0.889,3.6,md,16,55,0.01919,0.34,uw,uw10084383,2016-07-24T21:31:56.080Z,"Mount St. Helens area, Washington",earthquake,1.025,0.84,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.007,0.0182333,1
1980-05-17T23:07:46.950Z,5/17/1980,T23:07:46.950Z,46.207,-122.1925,1.762,3.5,md,16,55,0.01136,0.24,uw,uw10084343,2016-07-24T21:31:55.750Z,"Mount St. Helens area, Washington",earthquake,0.735,0.6,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0083,0.0069,1
1980-05-17T22:43:23.570Z,5/17/1980,T22:43:23.570Z,46.194,-122.202,-0.008,3.5,md,18,55,0.02156,0.33,uw,uw10084228,2016-07-24T21:31:54.710Z,"Mount St. Helens area, Washington",earthquake,0.844,0.84,0.1,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0047,0.0164,1
1980-05-17T21:42:07.480Z,5/17/1980,T21:42:07.480Z,46.2092,-122.1771667,1.66,4.3,md,17,61,0.003236,0.27,uw,uw10084163,2016-07-24T21:31:53.750Z,"Mount St. Helens area, Washington",earthquake,0.814,0.67,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0105,0.0084333,1
1980-05-17T21:36:04.370Z,5/17/1980,T21:36:04.370Z,46.2058,-122.1961667,-0.13,3.6,md,16,56,0.01386,0.23,uw,uw10084123,2016-07-24T21:31:53.470Z,"Mount St. Helens area, Washington",earthquake,0.617,0.6,0.12,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0071,0.0105667,1
1980-05-17T19:29:28.730Z,5/17/1980,T19:29:28.730Z,46.2022,-122.192,1.182,3.9,md,17,42,0.01162,0.21,uw,uw10084033,2016-07-24T21:31:51.870Z,"Mount St. Helens area, Washington",earthquake,0.631,0.57,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0035,0.0064,1
1980-05-17T19:27:53.520Z,5/17/1980,T19:27:53.520Z,46.197,-122.1816667,1.662,3.9,md,16,55,0.009768,0.22,uw,uw10083983,2016-07-24T21:31:51.580Z,"Mount St. Helens area, Washington",earthquake,0.722,0.56,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0017,0.0039333,1
1980-05-17T16:52:35.170Z,5/17/1980,T16:52:35.170Z,46.2342,-122.2351667,-1.159,2.9,md,7,98,0.04072,0.62,uw,uw10083918,2016-07-24T21:31:50.880Z,"Mount St. Helens area, Washington",earthquake,0.23,0.3,0.09,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0355,0.0495667,1
1980-05-17T15:59:12.170Z,5/17/1980,T15:59:12.170Z,46.2102,-122.1733333,0.98,3.5,md,15,62,0.004622,0.18,uw,uw10083828,2016-07-24T21:31:50.110Z,"Mount St. Helens area, Washington",earthquake,0.56,0.51,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0115,0.0122667,1
1980-05-17T15:55:59.690Z,5/17/1980,T15:55:59.690Z,46.2025,-122.1806667,0.7,3.9,md,16,65,0.004673,0.2,uw,uw10083788,2016-07-24T21:31:49.820Z,"Mount St. Helens area, Washington",earthquake,0.576,0.47,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0038,0.0049333,1
1980-05-17T11:57:29.600Z,5/17/1980,T11:57:29.600Z,46.1987,-122.187,1.182,3.7,md,15,62,0.01049,0.17,uw,uw10083753,2016-07-24T21:31:49.530Z,"Mount St. Helens area, Washington",earthquake,0.562,0.5,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0,0.0014,1
1980-05-17T10:00:58.190Z,5/17/1980,T10:00:58.190Z,46.1605,-122.1536667,2.398,3.4,md,12,56,0.01347,0.19,uw,uw10083688,2016-07-24T21:31:49.230Z,"Mount St. Helens area, Washington",earthquake,0.709,1.3,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0382,0.0319333,1
1980-05-17T08:31:53.010Z,5/17/1980,T08:31:53.010Z,46.1967,-122.2053333,2.081,4.2,md,13,65,0.02178,0.25,uw,uw10083638,2016-07-24T21:31:48.980Z,"Mount St. Helens area, Washington",earthquake,0.028,0.06,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.002,0.0197333,1
1980-05-17T08:05:52.550Z,5/17/1980,T08:05:52.550Z,46.2062,-122.1911667,0.452,3.9,md,15,58,0.01039,0.21,uw,uw10083613,2016-07-24T21:31:48.690Z,"Mount St. Helens area, Washington",earthquake,0.644,0.52,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0075,0.0055667,1
1980-05-17T05:32:39.950Z,5/17/1980,T05:32:39.950Z,46.211,-122.195,-0.133,3.7,md,11,70,0.03365,0.2,uw,uw10083553,2016-07-24T21:31:48.390Z,"Mount St. Helens area, Washington",earthquake,0.676,0.77,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0123,0.0094,1
1980-05-17T05:03:31.760Z,5/17/1980,T05:03:31.760Z,46.2048,-122.187,-1.26,3.5,md,15,55,0.007584,0.24,uw,uw10083513,2016-07-24T21:31:48.030Z,"Mount St. Helens area, Washington",earthquake,0.028,0.04,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0061,0.0014,1
1980-05-17T02:36:15.560Z,5/17/1980,T02:36:15.560Z,46.2058,-122.1895,1.07,3.7,md,12,67,0.009231,0.11,uw,uw10083463,2016-07-24T21:31:47.580Z,"Mount St. Helens area, Washington",earthquake,0.389,0.37,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0071,0.0039,1
1980-05-17T01:42:41.570Z,5/17/1980,T01:42:41.570Z,46.2002,-122.1926667,-0.973,3.5,md,16,54,0.03107,0.24,uw,uw10083428,2016-07-24T21:31:47.300Z,"Mount St. Helens area, Washington",earthquake,0.05,0.09,0.08,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0015,0.0070667,1
1980-05-17T01:20:18.170Z,5/17/1980,T01:20:18.170Z,46.2107,-122.1813333,-0.66,3.5,md,12,63,0.0419,0.15,uw,uw10083368,2016-07-24T21:31:47.030Z,"Mount St. Helens area, Washington",earthquake,0.522,0.7,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.012,0.0042667,1
1980-05-17T00:02:16.950Z,5/17/1980,T00:02:16.950Z,46.2082,-122.1738333,0.283,3.6,md,15,61,0.002724,0.23,uw,uw10083348,2016-07-24T21:31:46.720Z,"Mount St. Helens area, Washington",earthquake,0.708,0.53,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0095,0.0117667,1
1980-05-16T23:59:46.840Z,5/16/1980,T23:59:46.840Z,46.2033,-122.1856667,1.538,3.7,md,10,87,0.007089,0.1,uw,uw10083318,2016-07-24T21:31:46.440Z,"Mount St. Helens area, Washington",earthquake,0.452,0.32,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0046,6.67E-05,2
1980-05-16T20:49:45.930Z,5/16/1980,T20:49:45.930Z,46.2025,-122.1805,1.628,3.3,md,16,57,0.004597,0.26,uw,uw10083223,2016-07-24T21:31:45.920Z,"Mount St. Helens area, Washington",earthquake,0.827,0.71,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0038,0.0051,2
1980-05-16T20:37:10.070Z,5/16/1980,T20:37:10.070Z,46.2048,-122.1693333,0.413,3.8,md,15,61,0.004916,0.41,uw,uw10083183,2016-07-24T21:31:45.610Z,"Mount St. Helens area, Washington",earthquake,1.266,0.93,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0061,0.0162667,2
1980-05-16T16:17:44.460Z,5/16/1980,T16:17:44.460Z,46.1975,-122.196,-0.476,4.1,md,14,68,0.01616,0.23,uw,uw10083148,2016-07-24T21:31:45.340Z,"Mount St. Helens area, Washington",earthquake,0.673,0.71,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0012,0.0104,2
1980-05-16T14:22:00.220Z,5/16/1980,T14:22:00.220Z,46.207,-122.1785,0.228,4.3,md,19,60,0.001879,0.28,uw,uw10083123,2016-07-24T21:31:45.010Z,"Mount St. Helens area, Washington",earthquake,0.823,0.55,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0083,0.0071,2
1980-05-16T13:27:13.530Z,5/16/1980,T13:27:13.530Z,46.2002,-122.1838333,0.228,4.1,md,16,56,0.007879,0.18,uw,uw10083118,2016-07-24T21:31:44.710Z,"Mount St. Helens area, Washington",earthquake,0.53,0.43,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0015,0.0017667,2
1980-05-16T12:47:29.920Z,5/16/1980,T12:47:29.920Z,46.1972,-122.2006667,0.738,3.6,md,14,81,0.01915,0.37,uw,uw10083093,2016-07-24T21:31:44.440Z,"Mount St. Helens area, Washington",earthquake,1.265,0.88,0.12,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0015,0.0150667,2
1980-05-16T12:42:17.670Z,5/16/1980,T12:42:17.670Z,46.2035,-122.18,0.908,3.9,md,15,52,0.003631,0.22,uw,uw10083043,2016-07-24T21:31:44.170Z,"Mount St. Helens area, Washington",earthquake,0.036,0.03,0.07,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0048,0.0056,2
1980-05-16T12:39:43.490Z,5/16/1980,T12:39:43.490Z,46.1677,-122.2441667,-0.798,3.8,md,8,142,0.09015,0.29,uw,uw10083003,2016-07-24T21:31:43.880Z,"Mount St. Helens area, Washington",earthquake,0.177,0.14,0.12,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.031,0.0585667,2
1980-05-16T12:34:54.120Z,5/16/1980,T12:34:54.120Z,46.2127,-122.1966667,0.093,4.7,md,23,58,0.01569,0.29,uw,uw10082963,2018-06-04T20:43:45.000Z,"Mount St. Helens area, Washington",earthquake,0.998,0.91,0.12,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.014,0.0110667,2
1980-05-16T11:15:13.770Z,5/16/1980,T11:15:13.770Z,46.2032,-122.1733333,-0.617,3.9,md,16,59,0.003467,0.3,uw,uw10082928,2016-07-24T21:31:43.290Z,"Mount St. Helens area, Washington",earthquake,0.816,0.84,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0045,0.0122667,2
1980-05-16T07:30:25.890Z,5/16/1980,T07:30:25.890Z,46.2157,-122.1945,-0.027,3.9,md,12,83,0.01596,0.19,uw,uw10082893,2016-07-24T21:31:42.970Z,"Mount St. Helens area, Washington",earthquake,0.689,0.57,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.017,0.0089,2
1980-05-16T06:44:44.330Z,5/16/1980,T06:44:44.330Z,46.2127,-122.179,-1.182,3.5,md,14,84,0.006944,0.26,uw,uw10082853,2016-07-24T21:31:42.440Z,"Mount St. Helens area, Washington",earthquake,0.036,0.05,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.014,0.0066,2
1980-05-16T05:21:46.810Z,5/16/1980,T05:21:46.810Z,46.2062,-122.1893333,0.798,3.3,md,16,42,0.009115,0.23,uw,uw10082823,2016-07-24T21:31:42.170Z,"Mount St. Helens area, Washington",earthquake,0.686,0.5,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0075,0.0037333,2
1980-05-16T03:31:04.600Z,5/16/1980,T03:31:04.600Z,46.199,-122.1823333,-0.36,4.3,md,13,84,0.008192,0.29,uw,uw10082808,2016-07-24T21:31:41.880Z,"Mount St. Helens area, Washington",earthquake,0.962,0.76,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0003,0.0032667,2
1980-05-16T00:10:56.210Z,5/16/1980,T00:10:56.210Z,46.202,-122.1783333,-0.512,3.5,md,17,58,0.004264,0.24,uw,uw10082748,2016-07-24T21:31:41.160Z,"Mount St. Helens area, Washington",earthquake,0.63,0.64,0.08,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0033,0.0072667,2
1980-05-15T20:18:32.860Z,5/15/1980,T20:18:32.860Z,46.2082,-122.1928333,-0.839,3.5,md,13,64,0.03361,0.22,uw,uw10082613,2016-07-24T21:31:39.720Z,"Mount St. Helens area, Washington",earthquake,0.028,0.05,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0095,0.0072333,3
1980-05-15T18:32:30.150Z,5/15/1980,T18:32:30.150Z,46.208,-122.1708333,0.358,3.6,md,15,62,0.004236,0.23,uw,uw10082608,2016-07-24T21:31:39.460Z,"Mount St. Helens area, Washington",earthquake,0.729,0.57,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0093,0.0147667,3
1980-05-15T17:29:16.790Z,5/15/1980,T17:29:16.790Z,46.2068,-122.1671667,0.088,4,md,14,62,0.006335,0.3,uw,uw10082568,2016-07-24T21:31:39.160Z,"Mount St. Helens area, Washington",earthquake,1.004,0.74,0.1,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0081,0.0184333,3
1980-05-15T16:30:40.920Z,5/15/1980,T16:30:40.920Z,46.2057,-122.1848333,0.788,3.6,md,15,41,0.005998,0.23,uw,uw10082538,2016-07-24T21:31:38.900Z,"Mount St. Helens area, Washington",earthquake,0.73,0.56,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.007,0.0007667,3
1980-05-15T13:20:38.380Z,5/15/1980,T13:20:38.380Z,46.2082,-122.1866667,0.058,3.9,md,15,56,0.007578,0.26,uw,uw10082488,2016-07-24T21:31:38.590Z,"Mount St. Helens area, Washington",earthquake,0.835,0.71,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0095,0.0010667,3
1980-05-15T12:01:29.720Z,5/15/1980,T12:01:29.720Z,46.2023,-122.1845,0.608,3.4,md,14,55,0.006826,0.13,uw,uw10082458,2016-07-24T21:31:38.280Z,"Mount St. Helens area, Washington",earthquake,0.417,0.32,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0036,0.0011,3
1980-05-15T11:50:59.890Z,5/15/1980,T11:50:59.890Z,46.2092,-122.172,-0.839,3.8,md,13,62,0.04737,0.17,uw,uw10082413,2016-07-24T21:31:37.680Z,"Mount St. Helens area, Washington",earthquake,0.028,0.04,0.04,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0105,0.0136,3
1980-05-15T11:41:34.650Z,5/15/1980,T11:41:34.650Z,46.201,-122.1911667,0.578,3.7,md,18,42,0.01153,0.14,uw,uw10082373,2018-06-04T20:43:45.000Z,"Mount St. Helens area, Washington",earthquake,0.431,0.38,0.06,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0023,0.0055667,3
1980-05-15T10:35:58.970Z,5/15/1980,T10:35:58.970Z,46.2047,-122.1963333,0.798,3.6,md,8,70,0.01404,0.15,uw,uw10082328,2016-07-24T21:31:36.160Z,"Mount St. Helens area, Washington",earthquake,0.616,0.43,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.006,0.0107333,3
1980-05-15T09:20:23.000Z,5/15/1980,T09:20:23.000Z,46.2023,-122.189,0.288,3.7,md,16,41,0.00961,0.21,uw,uw10082303,2016-07-24T21:28:34.970Z,"Mount St. Helens area, Washington",earthquake,0.63,0.52,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0036,0.0034,3
1980-05-15T09:13:00.110Z,5/15/1980,T09:13:00.110Z,46.2095,-122.1708333,0.148,3.8,md,15,63,0.005118,0.21,uw,uw10082258,2016-07-24T21:28:34.650Z,"Mount St. Helens area, Washington",earthquake,0.658,0.54,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0108,0.0147667,3
1980-05-15T06:48:24.690Z,5/15/1980,T06:48:24.690Z,46.1993,-122.1831667,0.268,4.1,md,15,56,0.008235,0.22,uw,uw10082223,2016-07-24T21:28:34.310Z,"Mount St. Helens area, Washington",earthquake,0.644,0.54,0.07,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0006,0.0024333,3
1980-05-15T00:50:54.790Z,5/15/1980,T00:50:54.790Z,46.2043,-122.191,0.618,3.1,md,16,63,0.01041,0.18,uw,uw10082198,2016-07-24T21:28:34.020Z,"Mount St. Helens area, Washington",earthquake,0.53,0.43,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0056,0.0054,3
1980-05-14T23:45:58.430Z,5/14/1980,T23:45:58.430Z,46.2028,-122.1813333,-0.632,4,md,15,51,0.004764,0.23,uw,uw10082138,2016-07-24T21:28:33.420Z,"Mount St. Helens area, Washington",earthquake,0.644,0.68,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0041,0.0042667,4
1980-05-14T20:17:17.190Z,5/14/1980,T20:17:17.190Z,46.203,-122.1901667,-0.802,3.5,md,14,65,0.01015,0.22,uw,uw10082098,2016-07-24T21:28:33.140Z,"Mount St. Helens area, Washington",earthquake,0.644,0.78,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0043,0.0045667,4
1980-05-14T18:48:01.840Z,5/14/1980,T18:48:01.840Z,46.1962,-122.1778333,-1.284,4.1,md,18,55,0.0099,0.38,uw,uw10082058,2016-07-24T21:28:32.690Z,"Mount St. Helens area, Washington",earthquake,0.042,0.05,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0025,0.0077667,4
1980-05-14T16:44:07.760Z,5/14/1980,T16:44:07.760Z,46.2238,-122.1751667,-1.274,3.2,md,19,63,0.01785,0.3,uw,uw10082013,2016-07-24T21:28:32.390Z,"Mount St. Helens area, Washington",earthquake,0.028,0.05,0.05,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0251,0.0104333,4
1980-05-14T14:41:59.630Z,5/14/1980,T14:41:59.630Z,46.2042,-122.1866667,-0.444,3.7,md,17,40,0.00749,0.18,uw,uw10081983,2016-07-24T21:28:32.090Z,"Mount St. Helens area, Washington",earthquake,0.474,0.46,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0055,0.0010667,4
1980-05-14T14:11:22.540Z,5/14/1980,T14:11:22.540Z,46.2072,-122.1871667,1.375,3.4,md,16,49,0.007698,0.17,uw,uw10081948,2016-07-24T21:28:31.830Z,"Mount St. Helens area, Washington",earthquake,0.556,0.68,0.03,1,reviewed,uw,uw,SaintHelens,1980,5,18,5/18/1980,5,46.1987,-122.1856,0.0085,0.0015667,4
